label,sentence
SubjectVerbAgreement_106_eng_spa_grammatical,The painting tiene a gilded frame around it.
SubjectVerbAgreement_107_eng_spa_grammatical,The canvas tiene primer layers visible.
SubjectVerbAgreement_108_eng_spa_grammatical,The oil tiene craquelure on the surface.
SubjectVerbAgreement_109_eng_spa_grammatical,The bronze tiene greenish stains from patina.
SubjectVerbAgreement_110_eng_spa_grammatical,The marble tiene dark veins at the base.
SubjectVerbAgreement_111_eng_spa_grammatical,The pedestal tiene a plaque with the inauguration date.
SubjectVerbAgreement_112_eng_spa_grammatical,The mosaic tiene missing tiles along the edge.
SubjectVerbAgreement_113_eng_spa_grammatical,The relief tiene deep shadows between the figures.
SubjectVerbAgreement_114_eng_spa_grammatical,The frieze tiene carved scenes in sequence.
SubjectVerbAgreement_115_eng_spa_grammatical,The capital tiene carved leaves at the top.
SubjectVerbAgreement_116_eng_spa_grammatical,The pillar tiene fine cracks near the base.
SubjectVerbAgreement_117_eng_spa_grammatical,The arch tiene decorative voussoirs along the curve.
SubjectVerbAgreement_118_eng_spa_grammatical,The lintel tiene weathered inscriptions above the doorway.
SubjectVerbAgreement_119_eng_spa_grammatical,The pediment tiene sculptures at the top of the building.
SubjectVerbAgreement_120_eng_spa_grammatical,The eave tiene carved moldings at the ends.
SubjectVerbAgreement_121_eng_spa_grammatical,The roof tiene broken tiles on the top.
SubjectVerbAgreement_122_eng_spa_grammatical,The lookout tiene iron railings around it.
SubjectVerbAgreement_123_eng_spa_grammatical,The kiosk tiene decorative panels on the walls.
SubjectVerbAgreement_124_eng_spa_grammatical,The cenotaph tiene a commemorative inscription on the front face.
SubjectVerbAgreement_125_eng_spa_grammatical,The obelisk tiene a reinforced base with metal plates.
SubjectVerbAgreement_126_eng_spa_grammatical,The monolith tiene erosion marks on the exposed faces.
SubjectVerbAgreement_127_eng_spa_grammatical,The colossus tiene an imposing scale in the square.
SubjectVerbAgreement_128_eng_spa_grammatical,The temple tiene classical columns at the entrance.
SubjectVerbAgreement_129_eng_spa_grammatical,The reliquary tiene engraved names on the inner lid.
SubjectVerbAgreement_130_eng_spa_grammatical,The sarcophagus tiene funerary inscriptions on the sides.
SubjectVerbAgreement_131_eng_spa_grammatical,The mausoleum tiene a reinforced foundation beneath it.
SubjectVerbAgreement_132_eng_spa_grammatical,The niche tiene a small statue placed inside it.
SubjectVerbAgreement_133_eng_spa_grammatical,The sarcophagus2 tiene carved reliefs on the lid.
SubjectVerbAgreement_134_eng_spa_grammatical,The pulpit tiene carved reliefs along the sides.
SubjectVerbAgreement_135_eng_spa_grammatical,The choir tiene wooden stalls arranged in a semicircle.
SubjectVerbAgreement_136_eng_spa_grammatical,The organ tiene polished pipes that reflect the light.
SubjectVerbAgreement_137_eng_spa_grammatical,The stained-glass window tiene colored panes forming a scene.
SubjectVerbAgreement_138_eng_spa_grammatical,The bench tiene carved armrests at each end.
SubjectVerbAgreement_139_eng_spa_grammatical,The lantern tiene glass panels and a metal frame.
SubjectVerbAgreement_140_eng_spa_grammatical,The belfry tiene bells mounted on wooden beams.
SubjectVerbAgreement_141_eng_spa_grammatical,The clapper tiene wear marks on the metal surface.
SubjectVerbAgreement_142_eng_spa_grammatical,The atrium tiene mosaics on the floor by the entrance.
SubjectVerbAgreement_143_eng_spa_grammatical,The pediment tiene sculptures at the top of the building.
SubjectVerbAgreement_144_eng_spa_grammatical,The eave tiene gargoyles and moldings at the ends.
SubjectVerbAgreement_145_eng_spa_grammatical,The canopy tiene loose tiles on the top.
SubjectVerbAgreement_146_eng_spa_grammatical,The lookout tiene rusted railings around it.
SubjectVerbAgreement_147_eng_spa_grammatical,The kiosk2 tiene painted panels with local motifs.
SubjectVerbAgreement_148_eng_spa_grammatical,The cenotaph2 tiene a commemorative plaque on the front face.
SubjectVerbAgreement_149_eng_spa_grammatical,The obelisk2 tiene a reinforced base with metal plates.
SubjectVerbAgreement_150_eng_spa_grammatical,The monolith2 tiene erosion marks on the exposed faces.
SubjectVerbAgreement_151_eng_spa_grammatical,The colossus2 tiene an imposing scale in the central square.
SubjectVerbAgreement_152_eng_spa_grammatical,The choir tiene wooden stalls arranged in a semicircle.
SubjectVerbAgreement_153_eng_spa_grammatical,The map tiene routes marked in red ink.
SubjectVerbAgreement_154_eng_spa_grammatical,The seal tiene an engraved image in the center.
SubjectVerbAgreement_155_eng_spa_grammatical,The painting tiene a gilded frame around it.
SubjectVerbAgreement_156_eng_spa_grammatical,The canvas tiene visible primer layers.
SubjectVerbAgreement_157_eng_spa_grammatical,The oil tiene craquelure on the surface.
SubjectVerbAgreement_158_eng_spa_grammatical,The bronze tiene greenish stains from patina.
SubjectVerbAgreement_159_eng_spa_grammatical,The marble tiene dark veins at the base.
SubjectVerbAgreement_160_eng_spa_grammatical,The pedestal tiene a plaque with the inauguration date.
SubjectVerbAgreement_161_eng_spa_grammatical,The mosaic tiene missing tiles along the edge.
SubjectVerbAgreement_162_eng_spa_grammatical,The relief tiene deep shadows between the figures.
SubjectVerbAgreement_163_eng_spa_grammatical,The frieze tiene carved scenes in sequence.
SubjectVerbAgreement_164_eng_spa_grammatical,The capital tiene carved leaves at the top.
SubjectVerbAgreement_165_eng_spa_grammatical,The pillar tiene fine cracks near the base.
SubjectVerbAgreement_166_eng_spa_grammatical,The arch tiene decorative voussoirs along the curve.
SubjectVerbAgreement_167_eng_spa_grammatical,The lintel tiene weathered inscriptions above the doorway.
SubjectVerbAgreement_168_eng_spa_grammatical,The pediment tiene sculptures at the top of the building.
SubjectVerbAgreement_169_eng_spa_grammatical,The eave tiene carved moldings at the ends.
SubjectVerbAgreement_170_eng_spa_grammatical,The roof tiene broken tiles on the top.
SubjectVerbAgreement_171_eng_spa_grammatical,The lookout tiene iron railings around it.
SubjectVerbAgreement_172_eng_spa_grammatical,The kiosk tiene decorative panels on the walls.
SubjectVerbAgreement_173_eng_spa_grammatical,The cenotaph tiene a commemorative inscription on the front face.
SubjectVerbAgreement_174_eng_spa_grammatical,The obelisk tiene a reinforced base with metal plates.
SubjectVerbAgreement_175_eng_spa_grammatical,The monolith tiene erosion marks on the exposed faces.
SubjectVerbAgreement_176_eng_spa_grammatical,The colossus tiene an imposing scale in the square.
SubjectVerbAgreement_177_eng_spa_grammatical,The temple tiene classical columns at the entrance.
SubjectVerbAgreement_178_eng_spa_grammatical,The reliquary tiene engraved names on the inner lid.
SubjectVerbAgreement_179_eng_spa_grammatical,The sarcophagus tiene funerary inscriptions on the sides.
SubjectVerbAgreement_180_eng_spa_grammatical,The mausoleum tiene a reinforced foundation beneath it.
SubjectVerbAgreement_181_eng_spa_grammatical,The niche tiene a small statue placed inside it.
SubjectVerbAgreement_182_eng_spa_grammatical,The bench tiene carved armrests at each end.
SubjectVerbAgreement_183_eng_spa_grammatical,The lantern tiene glass panels and a metal frame.
SubjectVerbAgreement_184_eng_spa_grammatical,The belfry tiene bells mounted on wooden beams.
SubjectVerbAgreement_185_eng_spa_grammatical,The clapper tiene wear marks on the metal surface.
SubjectVerbAgreement_186_eng_spa_grammatical,The atrium tiene mosaics on the floor by the entrance.
SubjectVerbAgreement_187_eng_spa_grammatical,The portico tiene ornamental moldings on the central arch.
SubjectVerbAgreement_188_eng_spa_grammatical,The canopy tiene loose tiles on the top.
SubjectVerbAgreement_189_eng_spa_grammatical,The small temple tiene miniature sculptures at the corners.
SubjectVerbAgreement_190_eng_spa_grammatical,The banner tiene embroidered symbols on the fabric.
SubjectVerbAgreement_191_eng_spa_grammatical,The clock tiene cracked glass over the dial.
SubjectVerbAgreement_192_eng_spa_grammatical,The ornament tiene fine filigree along the edges.
SubjectVerbAgreement_193_eng_spa_grammatical,The altar tiene candles placed at the front.
SubjectVerbAgreement_194_eng_spa_grammatical,The vase tiene crazed glaze near the base.
SubjectVerbAgreement_195_eng_spa_grammatical,The jar tiene painted motifs around the neck.
SubjectVerbAgreement_196_eng_spa_grammatical,The monument tiene explanatory plaques around it.
SubjectVerbAgreement_197_eng_spa_grammatical,The panel tiene metal inlays on the surface.
SubjectVerbAgreement_198_eng_spa_grammatical,The tapestry tiene faded colors from the sun.
SubjectVerbAgreement_199_eng_spa_grammatical,The altarpiece tiene painted panels depicting saints.
SubjectVerbAgreement_200_eng_spa_grammatical,The pulpit tiene carved reliefs along the sides.
SimpleNPs_1_eng_spa_ungrammatical,She found libro the on the table during the meeting yesterday.
SimpleNPs_2_eng_spa_ungrammatical,The driver washed coche the after the long trip across the country.
SimpleNPs_3_eng_spa_ungrammatical,She adopted perro the from the shelter last Saturday afternoon.
SimpleNPs_4_eng_spa_ungrammatical,He stroked gato the gently while watching television after dinner tonight.
SimpleNPs_5_eng_spa_ungrammatical,I charged teléfono the overnight so it would be ready this morning.
SimpleNPs_6_eng_spa_ungrammatical,They updated ordenador the with the latest security patches last night.
SimpleNPs_7_eng_spa_ungrammatical,He couldn't find bolígrafo the when he needed to sign the contract.
SimpleNPs_8_eng_spa_ungrammatical,She sliced pan the carefully for the guests at breakfast this morning.
SimpleNPs_9_eng_spa_ungrammatical,He polished zapato the before the interview to make a good impression.
SimpleNPs_10_eng_spa_ungrammatical,Please bring bolso the to the front desk when you check out today.
SimpleNPs_11_eng_spa_ungrammatical,He tipped sombrero the politely as he entered the crowded room slowly.
SimpleNPs_12_eng_spa_ungrammatical,She set reloj the before leaving so she wouldn't be late again.
SimpleNPs_13_eng_spa_ungrammatical,He filled vaso the with water and handed it to the guest.
SimpleNPs_14_eng_spa_ungrammatical,She arranged plato the on the table before the guests arrived tonight.
SimpleNPs_15_eng_spa_ungrammatical,Please hand me cuchillo the from the drawer near the stove.
SimpleNPs_16_eng_spa_ungrammatical,He set tenedor the beside the napkin at every place setting.
SimpleNPs_17_eng_spa_ungrammatical,She sharpened lápiz the before starting the drawing in art class.
SimpleNPs_18_eng_spa_ungrammatical,He opened cuaderno the to review his notes from the lecture earlier.
SimpleNPs_19_eng_spa_ungrammatical,They unfolded mapa the to check the route before starting the hike.
SimpleNPs_20_eng_spa_ungrammatical,We decorated árbol the with lights for the neighborhood celebration last night.
SimpleNPs_21_eng_spa_ungrammatical,She missed tren the because traffic delayed her getting to the station.
SimpleNPs_22_eng_spa_ungrammatical,He boarded avión the after showing his passport at the gate.
SimpleNPs_23_eng_spa_ungrammatical,They inspected barco the before leaving the dock for the short trip.
SimpleNPs_24_eng_spa_ungrammatical,She sat on banco the while she read the letter quietly.
SimpleNPs_25_eng_spa_ungrammatical,He visited mercado the early to find the best vegetables for dinner.
SimpleNPs_26_eng_spa_ungrammatical,She groomed caballo the carefully before the competition on Saturday morning.
SimpleNPs_27_eng_spa_ungrammatical,They bought televisor the because the old one stopped working last week.
SimpleNPs_28_eng_spa_ungrammatical,He left abrigo the on the chair near the apartment door.
SimpleNPs_29_eng_spa_ungrammatical,She lost boleto the but found it under the seat afterward.
SimpleNPs_30_eng_spa_ungrammatical,He admired anillo the under the light before placing it on display.
SimpleNPs_31_eng_spa_ungrammatical,They tuned piano the before the recital in the small concert hall.
SimpleNPs_32_eng_spa_ungrammatical,Please take paraguas the from the stand by the front door.
SimpleNPs_33_eng_spa_ungrammatical,She signed documento the and returned it to the office this morning.
SimpleNPs_34_eng_spa_ungrammatical,He cleaned espejo the before hanging it above the fireplace yesterday.
SimpleNPs_35_eng_spa_ungrammatical,She bought cepillo the to clean the shoes before the event.
SimpleNPs_36_eng_spa_ungrammatical,He replaced jabón the in the dispenser near the kitchen sink.
SimpleNPs_37_eng_spa_ungrammatical,They checked horno the to ensure it was working before baking the cake.
SimpleNPs_38_eng_spa_ungrammatical,She folded periódico the and put it on the doorstep for recycling.
SimpleNPs_39_eng_spa_ungrammatical,He grabbed casco the from the shelf before leaving for the ride.
SimpleNPs_40_eng_spa_ungrammatical,She wore guante the to protect her hand while gardening today.
SimpleNPs_41_eng_spa_ungrammatical,He folded suéter the neatly and placed it on the top shelf.
SimpleNPs_42_eng_spa_ungrammatical,She adjusted collar the before stepping out into the cold evening.
SimpleNPs_43_eng_spa_ungrammatical,He kept pasaporte the in a safe place during the entire trip abroad.
SimpleNPs_44_eng_spa_ungrammatical,They photographed puente the at sunset when the light was especially beautiful.
SimpleNPs_45_eng_spa_ungrammatical,We repaired camino the after the heavy rains damaged several sections nearby.
SimpleNPs_46_eng_spa_ungrammatical,They kayaked down río the enjoying the calm water and warm sun.
SimpleNPs_47_eng_spa_ungrammatical,He rented barco the on the lago for an afternoon of relaxation.
SimpleNPs_48_eng_spa_ungrammatical,The fans cheered loudly as they entered estadio the before the match.
SimpleNPs_49_eng_spa_ungrammatical,She attended concierto the with friends and sang along to every song.
SimpleNPs_50_eng_spa_ungrammatical,They reviewed espectáculo the program before taking their seats in the theater.
SimpleNPs_51_eng_spa_ungrammatical,She admired cuadro the hanging above the fireplace all afternoon yesterday.
SimpleNPs_52_eng_spa_ungrammatical,He found bolsillo the torn after pulling his keys from it.
SimpleNPs_53_eng_spa_ungrammatical,She matched calcetín the with its pair before putting them away.
SimpleNPs_54_eng_spa_ungrammatical,They inspected camión the before starting the long delivery route today.
SimpleNPs_55_eng_spa_ungrammatical,She missed autobús the because the traffic delayed her getting to the stop.
SimpleNPs_56_eng_spa_ungrammatical,He waited for metro the on the platform with his suitcase nearby.
SimpleNPs_57_eng_spa_ungrammatical,They walked parque the at dusk enjoying the cool evening breeze.
SimpleNPs_58_eng_spa_ungrammatical,She planted jardín the with new flowers during the weekend's warm weather.
SimpleNPs_59_eng_spa_ungrammatical,The children played in campo the until their parents called them home.
SimpleNPs_60_eng_spa_ungrammatical,They photographed bosque the while hiking along the narrow mountain trail.
SimpleNPs_61_eng_spa_ungrammatical,She guided museo the tour for the group of visiting students today.
SimpleNPs_62_eng_spa_ungrammatical,He bought teatro the tickets online before they sold out quickly.
SimpleNPs_63_eng_spa_ungrammatical,They enjoyed cine the screening with comfortable seats and clear sound.
SimpleNPs_64_eng_spa_ungrammatical,She recommended restaurante the to friends because the food was excellent.
SimpleNPs_65_eng_spa_ungrammatical,They checked into hotel the after a long day of traveling together.
SimpleNPs_66_eng_spa_ungrammatical,He left bar the when it started to rain heavily outside the door.
SimpleNPs_67_eng_spa_ungrammatical,She baked pastel the for the celebration and decorated it with care.
SimpleNPs_68_eng_spa_ungrammatical,He tasted helado the and smiled at the rich  creamy flavor.
SimpleNPs_69_eng_spa_ungrammatical,She poured jugo the into bottles to take to the picnic later.
SimpleNPs_70_eng_spa_ungrammatical,He steeped té the for five minutes to get the right strength.
SimpleNPs_71_eng_spa_ungrammatical,They opened vino the to celebrate the good news with close friends.
SimpleNPs_72_eng_spa_ungrammatical,She prepared postre the with fresh fruit and a light syrup topping.
SimpleNPs_73_eng_spa_ungrammatical,They enjoyed desayuno the together at the small table by the window.
SimpleNPs_74_eng_spa_ungrammatical,He postponed almuerzo the until after the important meeting finished.
SimpleNPs_75_eng_spa_ungrammatical,She painted baño the a soft color to brighten the small space.
SimpleNPs_76_eng_spa_ungrammatical,He locked cuarto the door to ensure privacy while he studied late.
SimpleNPs_77_eng_spa_ungrammatical,She cleaned dormitorio the thoroughly before the guests arrived for the weekend.
SimpleNPs_78_eng_spa_ungrammatical,They converted sótano the into a workshop for weekend DIY projects.
SimpleNPs_79_eng_spa_ungrammatical,She watered balcón the plants early before the heat of the day.
SimpleNPs_80_eng_spa_ungrammatical,He won juego the after a tense final round with his opponent.
SimpleNPs_81_eng_spa_ungrammatical,They attended partido the and cheered loudly for their hometown team.
SimpleNPs_82_eng_spa_ungrammatical,She coached equipo the through drills before the big game tomorrow.
SimpleNPs_83_eng_spa_ungrammatical,He scored gol the in the final minute to win the match.
SimpleNPs_84_eng_spa_ungrammatical,They painted piso the to freshen up the living room before guests.
SimpleNPs_85_eng_spa_ungrammatical,He pressed ascensor the button and waited patiently for it to arrive.
SimpleNPs_86_eng_spa_ungrammatical,They installed ventilador the to improve airflow in the small room.
SimpleNPs_87_eng_spa_ungrammatical,She checked enchufe the for damage before plugging in the new lamp.
SimpleNPs_88_eng_spa_ungrammatical,He flipped interruptor the to turn on the lights in the hallway.
SimpleNPs_89_eng_spa_ungrammatical,She sewed botón the back onto the coat before the trip tomorrow.
SimpleNPs_90_eng_spa_ungrammatical,He lost control_remoto the but found it under the newspaper later.
SimpleNPs_91_eng_spa_ungrammatical,They tested altavoz the volume before the presentation began in the hall.
SimpleNPs_92_eng_spa_ungrammatical,She checked micrófono the cable to ensure it was securely connected.
SimpleNPs_93_eng_spa_ungrammatical,He uploaded video the to the shared drive for the whole team.
SimpleNPs_94_eng_spa_ungrammatical,She opened archivo the to review the figures for the report.
SimpleNPs_95_eng_spa_ungrammatical,He forwarded correo the to his colleague for additional review and comments.
SimpleNPs_96_eng_spa_ungrammatical,She deleted mensaje the that contained outdated information from her inbox.
SimpleNPs_97_eng_spa_ungrammatical,They reviewed contrato the clause by clause with their legal advisor.
SimpleNPs_98_eng_spa_ungrammatical,He scanned recibo the and attached it to the expense report.
SimpleNPs_99_eng_spa_ungrammatical,She endorsed cheque the and handed it to the teller at once.
SimpleNPs_100_eng_spa_ungrammatical,He left monedero the on the counter and returned to retrieve it.
SimpleNPs_101_eng_spa_ungrammatical,Please turn off lámpara the when you leave the room tonight.
SimpleNPs_102_eng_spa_ungrammatical,They inspected estufa the to ensure it was safe before using it.
SimpleNPs_103_eng_spa_ungrammatical,She organized nevera the so everything would fit for the week.
SimpleNPs_104_eng_spa_ungrammatical,He opened cajón the to find the old letters from his grandmother.
SimpleNPs_105_eng_spa_ungrammatical,They dusted estante the before arranging the new collection of books.
SimpleNPs_106_eng_spa_ungrammatical,She washed cortina the because it had accumulated dust over months.
SimpleNPs_107_eng_spa_ungrammatical,He hung espejo the at eye level in the narrow hallway.
SimpleNPs_108_eng_spa_ungrammatical,She labeled cajón the to keep receipts organized for the month.
SimpleNPs_109_eng_spa_ungrammatical,He updated calendario the with deadlines before the busy month began.
SimpleNPs_110_eng_spa_ungrammatical,She wound reloj the so it would keep accurate time during travel.
SimpleNPs_111_eng_spa_ungrammatical,They framed cartel the and hung it above the reception desk.
SimpleNPs_112_eng_spa_ungrammatical,He circled calendario the date to remind everyone about the deadline.
SimpleNPs_113_eng_spa_ungrammatical,She scanned recibo the and emailed it to the accounting department.
SimpleNPs_114_eng_spa_ungrammatical,They printed cartel the with updated times for the upcoming festival.
SimpleNPs_115_eng_spa_ungrammatical,He labeled caja the to indicate fragile items inside for movers.
SimpleNPs_116_eng_spa_ungrammatical,She taped caja the shut after packing everything for the shipment.
SimpleNPs_117_eng_spa_ungrammatical,They tracked paquete the to confirm delivery before the end of day.
SimpleNPs_118_eng_spa_ungrammatical,He collected sello the from the drawer to complete the envelope.
SimpleNPs_119_eng_spa_ungrammatical,She sealed carta the and dropped it in the mailbox on Monday.
SimpleNPs_120_eng_spa_ungrammatical,He labeled carpeta the with dates to sort the files chronologically.
SimpleNPs_121_eng_spa_ungrammatical,She printed informe the and stapled the pages in order carefully.
SimpleNPs_122_eng_spa_ungrammatical,They reviewed resumen the to ensure all points were covered succinctly.
SimpleNPs_123_eng_spa_ungrammatical,He filed Factura the in the accounting folder for future reference.
SimpleNPs_124_eng_spa_ungrammatical,She checked recibo the to verify the amount before authorizing payment.
SimpleNPs_125_eng_spa_ungrammatical,He attached recibo the to the expense form for reimbursement processing.
SimpleNPs_126_eng_spa_ungrammatical,They printed placa the with names for the conference attendees at registration.
SimpleNPs_127_eng_spa_ungrammatical,She hid llave the in a safe place to avoid losing it again.
SimpleNPs_128_eng_spa_ungrammatical,He oiled cerradura the to prevent it from sticking in cold weather.
SimpleNPs_129_eng_spa_ungrammatical,They repaired cadena the after noticing rust on several of the links.
SimpleNPs_130_eng_spa_ungrammatical,He coiled cuerda the neatly after finishing the gardening work outside.
SimpleNPs_131_eng_spa_ungrammatical,They inspected escalera the for stability before allowing anyone to climb it.
SimpleNPs_132_eng_spa_ungrammatical,He sharpened herramienta the to make the job easier and faster.
SimpleNPs_133_eng_spa_ungrammatical,She picked up martillo the to hang the picture on the wall.
SimpleNPs_134_eng_spa_ungrammatical,They removed clavo the that was bent and replaced it with a new one.
SimpleNPs_135_eng_spa_ungrammatical,He found tornillo the missing and searched the toolbox for a replacement.
SimpleNPs_136_eng_spa_ungrammatical,They rented taladro the for the weekend renovation project at the house.
SimpleNPs_137_eng_spa_ungrammatical,She mixed pintura the to get the exact shade for the living room.
SimpleNPs_138_eng_spa_ungrammatical,He cleaned cepillo the thoroughly after finishing the painting job outside.
SimpleNPs_139_eng_spa_ungrammatical,They stored rodillo the en el garaje junto con otras herramientas.
SimpleNPs_140_eng_spa_ungrammatical,She kept mascarilla the en la bolsa para usarla cuando fuera necesario.
SimpleNPs_141_eng_spa_ungrammatical,He adjusted gafas the to improve his vision while reading the contract.
SimpleNPs_142_eng_spa_ungrammatical,She replaced lente_de_contacto the after noticing it was uncomfortable in her eye.
SimpleNPs_143_eng_spa_ungrammatical,He wrapped venda the alrededor de la muñeca para proteger la lesión.
SimpleNPs_144_eng_spa_ungrammatical,She bought ungüento the en la farmacia para tratar la irritación leve.
SimpleNPs_145_eng_spa_ungrammatical,They calibrated termómetro the antes de usarlo en el experimento científico.
SimpleNPs_146_eng_spa_ungrammatical,She followed grupo the en redes sociales para no perder sus conciertos.
SimpleNPs_147_eng_spa_ungrammatical,He organized álbum the con fotos de las vacaciones familiares pasadas.
SimpleNPs_148_eng_spa_ungrammatical,They cleared pista the before the race to ensure a safe course.
SimpleNPs_149_eng_spa_ungrammatical,She recorded puntuación the immediately after the judges finished their evaluations.
SimpleNPs_150_eng_spa_ungrammatical,They printed guion the para repartirlo entre los actores antes del ensayo.
SimpleNPs_151_eng_spa_ungrammatical,She hung espejo the above the mantel to brighten the living room.
SimpleNPs_152_eng_spa_ungrammatical,They folded manta the neatly and placed it on the guest bed.
SimpleNPs_153_eng_spa_ungrammatical,He fluffed almohada the before guests arrived for the overnight stay.
SimpleNPs_154_eng_spa_ungrammatical,She bought felpudo the to welcome visitors at the apartment entrance.
SimpleNPs_155_eng_spa_ungrammatical,They washed cortina the and rehung it this morning before guests.
SimpleNPs_156_eng_spa_ungrammatical,He chose blanco the because it reflected light across the small room.
SimpleNPs_157_eng_spa_ungrammatical,She polished marco the before placing the portrait on the shelf.
SimpleNPs_158_eng_spa_ungrammatical,They restored estatua the and returned it to the plaza today.
SimpleNPs_159_eng_spa_ungrammatical,She arranged jarrón the with fresh flowers from the market.
SimpleNPs_160_eng_spa_ungrammatical,They trimmed vela the wick before lighting it for the ceremony.
SimpleNPs_161_eng_spa_ungrammatical,He hung linterna the to illuminate the path for evening guests.
SimpleNPs_162_eng_spa_ungrammatical,She wound reloj the to ensure it kept time during the trip.
SimpleNPs_163_eng_spa_ungrammatical,He checked calendario the to confirm the meeting time for tomorrow.
SimpleNPs_164_eng_spa_ungrammatical,They printed cartel the with the schedule and posted it at reception.
SimpleNPs_165_eng_spa_ungrammatical,She painted letrero the to make the directions clearer for visitors.
SimpleNPs_166_eng_spa_ungrammatical,They repaired bandera the before the parade started down the avenue.
SimpleNPs_167_eng_spa_ungrammatical,She photographed monument the at dusk when the light was perfect.
SimpleNPs_168_eng_spa_ungrammatical,They unveiled placa the with the mayor present and many attendees.
SimpleNPs_169_eng_spa_ungrammatical,He cleaned tablón the before pinning the new notices for customers.
SimpleNPs_170_eng_spa_ungrammatical,She designed afiche the to promote the festival across the neighborhood.
SimpleNPs_171_eng_spa_ungrammatical,They displayed figura the en el centro de la sala principal del museo.
SimpleNPs_172_eng_spa_ungrammatical,She painted banco the to match the color scheme of the park.
SimpleNPs_173_eng_spa_ungrammatical,They repaired fuente the before reopening the plaza al público esta semana.
SimpleNPs_174_eng_spa_ungrammatical,Engineers inspected puente the after the storm to check for daños.
SimpleNPs_175_eng_spa_ungrammatical,She cataloged escultura the antes de incluirla en el catálogo de la galería.
SimpleNPs_176_eng_spa_ungrammatical,They cleaned monument the before the ceremony to remove accumulated polvo.
SimpleNPs_177_eng_spa_ungrammatical,He studied ídolo the antiguo en el museo con gran interés.
SimpleNPs_178_eng_spa_ungrammatical,They polished altar the before the service began in the chapel.
SimpleNPs_179_eng_spa_ungrammatical,She lit santuario the and said a quiet prayer.
SimpleNPs_180_eng_spa_ungrammatical,They documented cripta the inscriptions for the historical society archive.
SimpleNPs_181_eng_spa_ungrammatical,He restored retablo the with delicate tools and great paciencia.
SimpleNPs_182_eng_spa_ungrammatical,She examined ídolo the for markings that might indicate su origen.
SimpleNPs_183_eng_spa_ungrammatical,They distributed mascarilla the a todos los participantes antes del experimento.
SimpleNPs_184_eng_spa_ungrammatical,She sewed guante the that had a small tear near the thumb.
SimpleNPs_185_eng_spa_ungrammatical,He polished casco the and checked the straps before the ride.
SimpleNPs_186_eng_spa_ungrammatical,They inspected chaleco the salvavidas before boarding the small boat.
SimpleNPs_187_eng_spa_ungrammatical,She brushed abrigo the to remove dust before placing it in storage.
SimpleNPs_188_eng_spa_ungrammatical,He knitted pañuelo the con lana suave para regalar a su madre.
SimpleNPs_189_eng_spa_ungrammatical,She adjusted gafas the to focus better on the small print.
SimpleNPs_190_eng_spa_ungrammatical,They wound reloj the antiguo para que marcara la hora correctamente.
SimpleNPs_191_eng_spa_ungrammatical,She polished anillo the antes de colocarlo en la vitrina de la tienda.
SimpleNPs_192_eng_spa_ungrammatical,He repaired collar the que se había roto durante la limpieza.
SimpleNPs_193_eng_spa_ungrammatical,She measured pulsera the to ensure it fit the customer's wrist.
SimpleNPs_194_eng_spa_ungrammatical,They inspected reloj the for scratches before returning it to the owner.
SimpleNPs_195_eng_spa_ungrammatical,He cataloged moneda the antigua con notas sobre su procedencia histórica.
SimpleNPs_196_eng_spa_ungrammatical,She collected sello the raro para añadirlo a su álbum de filatelia.
SimpleNPs_197_eng_spa_ungrammatical,They designed cartel the con colores vivos para atraer más atención.
SimpleNPs_198_eng_spa_ungrammatical,She pressed hoja the entre las páginas para conservarla como recuerdo.
SimpleNPs_199_eng_spa_ungrammatical,They labeled semilla the packets before distribuirlas entre los voluntarios.
SimpleNPs_200_eng_spa_ungrammatical,He installed bombilla the de bajo consumo para ahorrar energía en casa.
ComplexNPs_1_eng_spa_ungrammatical,The antiguo book was returned to the shelf after class.
ComplexNPs_2_eng_spa_ungrammatical,They parked nuevo the car in the driveway before the storm.
ComplexNPs_3_eng_spa_ungrammatical,She adopted cariñoso the dog from the shelter last weekend.
ComplexNPs_4_eng_spa_ungrammatical,He left roto the phone on the counter after the call.
ComplexNPs_5_eng_spa_ungrammatical,They upgraded rápido the computer to improve performance for everyone.
ComplexNPs_6_eng_spa_ungrammatical,Please hand me azul the pen from the drawer  thanks.
ComplexNPs_7_eng_spa_ungrammatical,She sliced fresco the bread for breakfast this morning.
ComplexNPs_8_eng_spa_ungrammatical,He polished brillante the shoe before the ceremony started.
ComplexNPs_9_eng_spa_ungrammatical,Please bring pesado the bag to the front desk when you check out.
ComplexNPs_10_eng_spa_ungrammatical,He tipped elegante the hat as he entered the crowded room.
ComplexNPs_11_eng_spa_ungrammatical,She checked nuevo the watch to make sure she wasn't late.
ComplexNPs_12_eng_spa_ungrammatical,He filled frío the glass and handed it to the guest.
ComplexNPs_13_eng_spa_ungrammatical,She arranged limpio the plate on the table before the guests arrived.
ComplexNPs_14_eng_spa_ungrammatical,Please pass afilado the knife so I can finish preparing dinner.
ComplexNPs_15_eng_spa_ungrammatical,He placed plateado the fork beside the napkin at every setting.
ComplexNPs_16_eng_spa_ungrammatical,She sharpened nuevo the pencil before starting the sketch in class.
ComplexNPs_17_eng_spa_ungrammatical,He opened nuevo the notebook to review his notes from yesterday.
ComplexNPs_18_eng_spa_ungrammatical,They consulted antiguo the map to find the hidden trail entrance.
ComplexNPs_19_eng_spa_ungrammatical,They watered joven the tree after planting it in the park.
