phenomenon,sentence_number,spa_eng_grammatical,spa_eng_ungrammatical,eng_spa_grammatical,eng_spa_ungrammatical
CopulaPredicate,95,El analista está pessimistic con los datos.,El analista está predict con los datos.,The analyst is pesimista given the data.,The analyst is predecir given the data.
CopulaPredicate,96,La recepcionista está perky esta mañana.,La recepcionista está greet esta mañana.,The receptionist is alegre this morning.,The receptionist is saludar this morning.
CopulaPredicate,97,El poeta está melancholic al escribir.,El poeta está write al escribir.,The poet is melancólico while writing.,The poet is escribir while writing.
CopulaPredicate,98,El votante está apathetic ante la campaña.,El votante está listen ante la campaña.,The voter is apático about the campaign.,The voter is escuchar about the campaign.
CopulaPredicate,99,El solicitante está hopeful por la respuesta.,El solicitante está wait por la respuesta.,The applicant is esperanzado for the reply.,The applicant is esperar for the reply.
CopulaPredicate,100,La familia está overjoyed por la noticia.,La familia está celebrate por la noticia.,The family is exultante about the news.,The family is celebrar about the news.
CopulaPredicate,101,Él está whispering en la sala ahora.,Él está whisper en la sala ahora.,He is susurrando in the room now.,He is susurrar in the room now.
CopulaPredicate,102,Él está shouting en la calle ahora.,Él está shout en la calle ahora.,He is gritando in the street now.,He is gritar in the street now.
CopulaPredicate,103,Él está nodding en la reunión ahora.,Él está nod en la reunión ahora.,He is asintiendo at the meeting now.,He is asentir at the meeting now.
CopulaPredicate,104,Él está waving desde la ventana ahora.,Él está wave desde la ventana ahora.,He is saludando from the window now.,He is saludar from the window now.
CopulaPredicate,105,Él está blinking frente al monitor ahora.,Él está blink frente al monitor ahora.,He is parpadeando at the screen now.,He is parpadear at the screen now.
CopulaPredicate,106,Él está smiling a los niños ahora.,Él está smile a los niños ahora.,He is sonriendo to the children now.,He is sonreír to the children now.
CopulaPredicate,107,Él está frowning al leer el informe ahora.,Él está frown al leer el informe ahora.,He is frunciendo el ceño while reading the report now.,He is fruncir el ceño while reading the report now.
CopulaPredicate,108,Él está laughing con los amigos ahora.,Él está laugh con los amigos ahora.,He is riendo with his friends now.,He is reír with his friends now.
CopulaPredicate,109,Él está crying en la habitación ahora.,Él está cry en la habitación ahora.,He is llorando in the room now.,He is llorar in the room now.
CopulaPredicate,110,Él está sighing después de la reunión ahora.,Él está sigh después de la reunión ahora.,He is suspirando after the meeting now.,He is suspirar after the meeting now.
CopulaPredicate,111,Él está coughing en la sala de espera ahora.,Él está cough en la sala de espera ahora.,He is tosiendo in the waiting room now.,He is toser in the waiting room now.
CopulaPredicate,112,Él está sneezing en la cocina ahora.,Él está sneeze en la cocina ahora.,He is estornudando in the kitchen now.,He is estornudar in the kitchen now.
CopulaPredicate,113,Él está breathing profundamente ahora.,Él está breathe profundamente ahora.,He is respirando deeply now.,He is respirar deeply now.
CopulaPredicate,114,Él está yawning en la oficina ahora.,Él está yawn en la oficina ahora.,He is bostezando in the office now.,He is bostezar in the office now.
CopulaPredicate,115,Él está scratching la mesa ahora.,Él está scratch la mesa ahora.,He is rascando the table now.,He is rascar the table now.
CopulaPredicate,116,Él está clapping al final del acto ahora.,Él está clap al final del acto ahora.,He is aplaudiendo at the end of the show now.,He is aplaudir at the end of the show now.
CopulaPredicate,117,Él está kneeling junto al altar ahora.,Él está kneel junto al altar ahora.,He is arrodillándose by the altar now.,He is arrodillarse by the altar now.
CopulaPredicate,118,Él está bowing ante el público ahora.,Él está bow ante el público ahora.,He is inclinándose before the audience now.,He is inclinarse before the audience now.
CopulaPredicate,119,Él está praying en la capilla ahora.,Él está pray en la capilla ahora.,He is rezando in the chapel now.,He is rezar in the chapel now.
CopulaPredicate,120,Él está meditating en el jardín ahora.,Él está meditate en el jardín ahora.,He is meditando in the garden now.,He is meditar in the garden now.
CopulaPredicate,121,Él está skating en la pista ahora.,Él está skate en la pista ahora.,He is patinando on the rink now.,He is patinar on the rink now.
CopulaPredicate,122,Él está skiing por la pendiente ahora.,Él está ski por la pendiente ahora.,He is esquiando down the slope now.,He is esquiar down the slope now.
CopulaPredicate,123,Él está surfing en la playa ahora.,Él está surf en la playa ahora.,He is surfeando at the beach now.,He is surfear at the beach now.
CopulaPredicate,124,Él está steering el bote ahora.,Él está steer el bote ahora.,He is dirigiendo the boat now.,He is dirigir the boat now.
CopulaPredicate,125,Él está assembling la mesa ahora.,Él está assemble la mesa ahora.,He is ensamblando the table now.,He is ensamblar the table now.
CopulaPredicate,126,Él está disassembling la unidad ahora.,Él está disassemble la unidad ahora.,He is desmontando the unit now.,He is desmontar the unit now.
CopulaPredicate,127,Él está measuring la pieza ahora.,Él está measure la pieza ahora.,He is midiendo the part now.,He is medir the part now.
CopulaPredicate,128,Él está weighing el paquete ahora.,Él está weigh el paquete ahora.,He is pesando the package now.,He is pesar the package now.
CopulaPredicate,129,Él está counting los votos ahora.,Él está count los votos ahora.,He is contando the votes now.,He is contar the votes now.
CopulaPredicate,130,Él está calculating el total ahora.,Él está calculate el total ahora.,He is calculando the total now.,He is calcular the total now.
CopulaPredicate,131,Él está estimating el coste ahora.,Él está estimate el coste ahora.,He is estimando the cost now.,He is estimar the cost now.
CopulaPredicate,132,Él está labeling las cajas ahora.,Él está label las cajas ahora.,He is etiquetando the boxes now.,He is etiquetar the boxes now.
CopulaPredicate,133,Él está stamping los sobres ahora.,Él está stamp los sobres ahora.,He is estampando the envelopes now.,He is estampar the envelopes now.
CopulaPredicate,134,Él está mixing los ingredientes ahora.,Él está mix los ingredientes ahora.,He is mezclando the ingredients now.,He is mezclar the ingredients now.
CopulaPredicate,135,Él está stirring la salsa ahora.,Él está stir la salsa ahora.,He is revolviendo the sauce now.,He is revolver the sauce now.
CopulaPredicate,136,Él está blending la mezcla ahora.,Él está blend la mezcla ahora.,He is licuando the mixture now.,He is licuar the mixture now.
CopulaPredicate,137,Él está chopping las verduras ahora.,Él está chop las verduras ahora.,He is picando the vegetables now.,He is picar the vegetables now.
CopulaPredicate,138,Él está slicing el pan ahora.,Él está slice el pan ahora.,He is cortando the bread now.,He is cortar the bread now.
CopulaPredicate,139,Él está peeling las manzanas ahora.,Él está peel las manzanas ahora.,He is pelando the apples now.,He is pelar the apples now.
CopulaPredicate,140,Él está grilling la carne ahora.,Él está grill la carne ahora.,He is asando the meat now.,He is asar the meat now.
CopulaPredicate,141,Él está marinating el pollo ahora.,Él está marinate el pollo ahora.,He is marinando the chicken now.,He is marinar the chicken now.
CopulaPredicate,142,Él está seasoning la sopa ahora.,Él está season la sopa ahora.,He is sazonando the soup now.,He is sazonar the soup now.
CopulaPredicate,143,Él está ironing la camisa ahora.,Él está iron la camisa ahora.,He is planchando the shirt now.,He is planchar the shirt now.
CopulaPredicate,144,Él está polishing los zapatos ahora.,Él está polish los zapatos ahora.,He is puliendo the shoes now.,He is pulir the shoes now.
CopulaPredicate,145,Él está filing los documentos ahora.,Él está file los documentos ahora.,He is archivando the documents now.,He is archivar the documents now.
CopulaPredicate,146,Él está scanning el contrato ahora.,Él está scan el contrato ahora.,He is escaneando the contract now.,He is escanear the contract now.
CopulaPredicate,147,Él está printing las páginas ahora.,Él está print las páginas ahora.,He is imprimiendo the pages now.,He is imprimir the pages now.
CopulaPredicate,148,Él está copying el archivo ahora.,Él está copy el archivo ahora.,He is copiando the file now.,He is copiar the file now.
CopulaPredicate,149,Él está pasting el texto ahora.,Él está paste el texto ahora.,He is pegando the text now.,He is pegar the text now.
CopulaPredicate,150,Él está uploading el documento ahora.,Él está upload el documento ahora.,He is subiendo the document now.,He is subir the document now.
CopulaPredicate,151,El guardia está alert en la entrada del edificio.,El guardia está patrol en la entrada del edificio.,The guard is alerta at the building entrance.,The guard is patrullar at the building entrance.
CopulaPredicate,152,El conductor está drowsy en la autopista.,El conductor está drive en la autopista.,The driver is somnoliento on the highway.,The driver is conducir on the highway.
CopulaPredicate,153,El paciente está groggy tras la operación.,El paciente está recover tras la operación.,The patient is aturdido after the operation.,The patient is recuperar after the operation.
CopulaPredicate,154,El visitante está uneasy en la sala de espera.,El visitante está wait en la sala de espera.,The visitor is intranquilo in the waiting room.,The visitor is esperar in the waiting room.
CopulaPredicate,155,El marinero está steady en la cubierta.,El marinero está sail en la cubierta.,The sailor is estable on deck.,The sailor is navegar on deck.
CopulaPredicate,156,El músico está tense antes del ensayo.,El músico está tune antes del ensayo.,The musician is tenso before rehearsal.,The musician is afinar before rehearsal.
CopulaPredicate,157,El enfermero está calm durante la emergencia.,El enfermero está run durante la emergencia.,The nurse is calm during the emergency.,The nurse is correr during the emergency.
CopulaPredicate,158,El turista está panicked en la estación.,El turista está miss en la estación.,The tourist is en pánico at the station.,The tourist is perderse at the station.
CopulaPredicate,159,El equilibrista está steady2 sobre la cuerda.,El equilibrista está fall sobre la cuerda.,The tightrope walker is estable on the rope.,The tightrope walker is caer on the rope.
CopulaPredicate,160,El anciano está shaky al bajar las escaleras.,El anciano está walk al bajar las escaleras.,The old man is tembloroso going down the stairs.,The old man is bajar going down the stairs.
CopulaPredicate,161,El escritor está clearheaded esta mañana.,El escritor está write esta mañana.,The writer is despejado this morning.,The writer is escribir this morning.
CopulaPredicate,162,El técnico está muddled con las instrucciones.,El técnico está read con las instrucciones.,The technician is confuso by the instructions.,The technician is leer by the instructions.
CopulaPredicate,163,El trabajador está lethargic después del almuerzo.,El trabajador está eat después del almuerzo.,The worker is letárgico after lunch.,The worker is comer after lunch.
CopulaPredicate,164,El bailarín está peppy en el ensayo.,El bailarín está rehearse en el ensayo.,The dancer is animado at rehearsal.,The dancer is ensayar at rehearsal.
CopulaPredicate,165,El votante está apathetic ante la campaña.,El votante está listen ante la campaña.,The voter is apático about the campaign.,The voter is escuchar about the campaign.
CopulaPredicate,166,El visitante está curious por la exposición.,El visitante está explore por la exposición.,The visitor is curioso about the exhibit.,The visitor is explorar about the exhibit.
CopulaPredicate,167,El testigo está indifferent ante el debate.,El testigo está argue ante el debate.,The witness is indiferente to the debate.,The witness is discutir to the debate.
CopulaPredicate,168,El padre está overwhelmed con las tareas.,El padre está organize con las tareas.,The father is abrumado by the chores.,The father is organizar by the chores.
CopulaPredicate,169,La familia está elated por la noticia.,La familia está celebrate por la noticia.,The family is exultante about the news.,The family is celebrar about the news.
CopulaPredicate,170,El poeta está melancholic al escribir.,El poeta está write al escribir.,The poet is melancólico while writing.,The poet is escribir while writing.
CopulaPredicate,171,La recepcionista está cheerful esta mañana.,La recepcionista está greet esta mañana.,The receptionist is alegre this morning.,The receptionist is saludar this morning.
CopulaPredicate,172,El colega está moody hoy en la oficina.,El colega está work hoy en la oficina.,The colleague is malhumorado at the office today.,The colleague is trabajar at the office today.
CopulaPredicate,173,El paciente está irritable por el dolor.,El paciente está medicate por el dolor.,The patient is irritable from the pain.,The patient is medicar from the pain.
CopulaPredicate,174,El vecino está forgiving tras la discusión.,El vecino está argue tras la discusión.,The neighbor is perdonador after the argument.,The neighbor is discutir after the argument.
CopulaPredicate,175,El padre está grateful por la ayuda.,El padre está thank por la ayuda.,The father is agradecido for the help.,The father is agradecer for the help.
CopulaPredicate,176,El empleado está resentful por la decisión.,El empleado está accept por la decisión.,The employee is resentido about the decision.,The employee is aceptar about the decision.
CopulaPredicate,177,El piloto está confident antes del vuelo.,El piloto está check antes del vuelo.,The pilot is confiado before the flight.,The pilot is revisar before the flight.
CopulaPredicate,178,El actor está insecure tras la crítica.,El actor está read tras la crítica.,The actor is inseguro after the review.,The actor is leer after the review.
CopulaPredicate,179,El equipo está hopeful por el resultado.,El equipo está wait por el resultado.,The team is esperanzado about the outcome.,The team is esperar about the outcome.
CopulaPredicate,180,El estudiante está despondent tras el examen.,El estudiante está study tras el examen.,The student is desalentado after the exam.,The student is estudiar after the exam.
CopulaPredicate,181,El gerente está optimistic sobre el plan.,El gerente está plan sobre el plan.,The manager is optimista about the plan.,The manager is planear about the plan.
CopulaPredicate,182,El analista está pessimistic con los datos.,El analista está predict con los datos.,The analyst is pesimista given the data.,The analyst is predecir given the data.
CopulaPredicate,183,El médico está relieved tras la operación.,El médico está call tras la operación.,The doctor is aliviado after the surgery.,The doctor is llamar after the surgery.
CopulaPredicate,184,El técnico está frustrated con el fallo.,El técnico está fix con el fallo.,The technician is frustrado with the fault.,The technician is arreglar with the fault.
CopulaPredicate,185,El anciano está content tras la visita.,El anciano está thank tras la visita.,The elder is contento after the visit.,The elder is agradecer after the visit.
CopulaPredicate,186,El trabajador está miserable por la carga.,El trabajador está complain por la carga.,The worker is miserable about the workload.,The worker is quejarse about the workload.
CopulaPredicate,187,El joven está apathetic2 ante la noticia.,El joven está react ante la noticia.,The young man is apático about the news.,The young man is reaccionar about the news.
CopulaPredicate,188,El cliente está perplexed con la factura.,El cliente está pay con la factura.,The customer is perplejo about the bill.,The customer is pagar about the bill.
CopulaPredicate,189,El público está stunned por el truco.,El público está clap por el truco.,The audience is aturdido by the trick.,The audience is aplaudir by the trick.
CopulaPredicate,190,El peatón está dazed tras el choque.,El peatón está call tras el choque.,The pedestrian is aturdido after the crash.,The pedestrian is llamar after the crash.
CopulaPredicate,191,El paciente está numb en la mano.,El paciente está touch en la mano.,The patient is entumecido in the hand.,The patient is tocar in the hand.
CopulaPredicate,192,El músico está tingly en los dedos.,El músico está play en los dedos.,The musician is hormigueante in his fingers.,The musician is tocar in his fingers.
CopulaPredicate,193,El jardinero está itchy por las plantas.,El jardinero está prune por las plantas.,The gardener is con_picazón from the plants.,The gardener is podar from the plants.
CopulaPredicate,194,El atleta está sore tras el entrenamiento.,El atleta está rest tras el entrenamiento.,The athlete is dolorido after training.,The athlete is descansar after training.
CopulaPredicate,195,El carpintero está stiff por el trabajo.,El carpintero está work por el trabajo.,The carpenter is rígido from the work.,The carpenter is trabajar from the work.
CopulaPredicate,196,El pasajero está cramped en el asiento.,El pasajero está sit en el asiento.,The passenger is acalambrado in the seat.,The passenger is sentarse in the seat.
CopulaPredicate,197,El músico está aching en la espalda.,El músico está play en la espalda.,The musician is doliente in his back.,The musician is tocar in his back.
CopulaPredicate,198,El paciente está tender en la zona.,El paciente está touch en la zona.,The patient is sensible in the area.,The patient is tocar in the area.
CopulaPredicate,199,El dedo está swollen tras el golpe.,El dedo está hit tras el golpe.,The finger is hinchado after the bump.,The finger is golpear after the bump.
CopulaPredicate,200,El niño está fevered esta noche.,El niño está measure esta noche.,The child is febril tonight.,The child is medir tonight.
VerbDirectObjectAgreement,1,La cocina tiene apples en la encimera.,La cocina tiene apple en la encimera.,The kitchen has manzanas on the counter.,The kitchen has manzana on the counter.
VerbDirectObjectAgreement,2,La cesta tiene bananas junto a la puerta.,La cesta tiene banana junto a la puerta.,The basket has plátanos by the door.,The basket has plátano by the door.
VerbDirectObjectAgreement,3,La mesa tiene oranges para el desayuno.,La mesa tiene orange para el desayuno.,The table has naranjas for breakfast.,The table has naranja for breakfast.
VerbDirectObjectAgreement,4,La nevera tiene grapes en el estante.,La nevera tiene grape en el estante.,The fridge has uvas on the shelf.,The fridge has uva on the shelf.
VerbDirectObjectAgreement,5,La frutería tiene pears en la vitrina.,La frutería tiene pear en la vitrina.,The shop has peras in the display.,The shop has pera in the display.
VerbDirectObjectAgreement,6,La bolsa tiene carrots para la sopa.,La bolsa tiene carrot para la sopa.,The bag has zanahorias for the soup.,The bag has zanahoria for the soup.
VerbDirectObjectAgreement,7,La mesa tiene tomatoes en un plato.,La mesa tiene tomato en un plato.,The table has tomates on a plate.,The table has tomate on a plate.
VerbDirectObjectAgreement,8,La cocina tiene onions en la despensa.,La cocina tiene onion en la despensa.,The kitchen has cebollas in the pantry.,The kitchen has cebolla in the pantry.
VerbDirectObjectAgreement,9,La cesta tiene potatoes bajo la mesa.,La cesta tiene potato bajo la mesa.,The basket has papas under the table.,The basket has papa under the table.
VerbDirectObjectAgreement,10,La nevera tiene lettuces en el cajón.,La nevera tiene lettuce en el cajón.,The fridge has lechugas in the drawer.,The fridge has lechuga in the drawer.
VerbDirectObjectAgreement,11,La caja tiene eggs en el refrigerador.,La caja tiene egg en el refrigerador.,The carton has huevos in the refrigerator.,The carton has huevo in the refrigerator.
VerbDirectObjectAgreement,12,La bandeja tiene cookies recién hechas.,La bandeja tiene cookie recién hecha.,The tray has galletas freshly baked.,The tray has galleta freshly baked.
VerbDirectObjectAgreement,13,La mesa tiene cakes para la fiesta.,La mesa tiene cake para la fiesta.,The table has pasteles for the party.,The table has pastel for the party.
VerbDirectObjectAgreement,14,La nevera tiene sandwiches envueltos.,La nevera tiene sandwich envuelto.,The fridge has sándwiches wrapped.,The fridge has sándwich wrapped.
VerbDirectObjectAgreement,15,La parrilla tiene burgers listas.,La parrilla tiene burger lista.,The grill has hamburguesas ready.,The grill has hamburguesa ready.
VerbDirectObjectAgreement,16,La caja tiene pizzas calientes.,La caja tiene pizza caliente.,The box has pizzas hot.,The box has pizza hot.
VerbDirectObjectAgreement,17,La olla tiene pastas cocidas.,La olla tiene pasta cocida.,The pot has pastas cooked.,The pot has pasta cooked.
VerbDirectObjectAgreement,18,La bolsa tiene rices para la cena.,La bolsa tiene rice para la cena.,The sack has arroces for dinner.,The sack has arroz for dinner.
VerbDirectObjectAgreement,19,La lata tiene beans en la despensa.,La lata tiene bean en la despensa.,The pantry has frijoles in the can.,The pantry has frijol in the can.
VerbDirectObjectAgreement,20,La alacena tiene cereals en fila.,La alacena tiene cereal en fila.,The cupboard has cereales lined up.,The cupboard has cereal lined up.
VerbDirectObjectAgreement,21,La nevera tiene milks frías.,La nevera tiene milk fría.,The fridge has leches cold.,The fridge has leche cold.
VerbDirectObjectAgreement,22,La tabla tiene cheeses para cortar.,La tabla tiene cheese para cortar.,The board has quesos to slice.,The board has queso to slice.
VerbDirectObjectAgreement,23,La nevera tiene yogurts en la puerta.,La nevera tiene yogurt en la puerta.,The fridge has yogures in the door.,The fridge has yogur in the door.
VerbDirectObjectAgreement,24,La despensa tiene butters selladas.,La despensa tiene butter sellada.,The pantry has mantequillas sealed.,The pantry has mantequilla sealed.
VerbDirectObjectAgreement,25,La mesa tiene jams caseras.,La mesa tiene jam casera.,The table has mermeladas homemade.,The table has mermelada homemade.
VerbDirectObjectAgreement,26,La cocina tiene honeys en frascos.,La cocina tiene honey en frascos.,The kitchen has mieles in jars.,The kitchen has miel in jars.
VerbDirectObjectAgreement,27,La bolsa tiene sugars para el café.,La bolsa tiene sugar para el café.,The bag has azúcares for coffee.,The bag has azúcar for coffee.
VerbDirectObjectAgreement,28,La salera tiene salts finas.,La salera tiene salt fina.,The shaker has sales fine.,The shaker has sal fine.
VerbDirectObjectAgreement,29,La mesa tiene peppers molidos.,La mesa tiene pepper molido.,The table has pimientas ground.,The table has pimienta ground.
VerbDirectObjectAgreement,30,La cocina tiene oils en la estantería.,La cocina tiene oil en la estantería.,The kitchen has aceites on the shelf.,The kitchen has aceite on the shelf.
VerbDirectObjectAgreement,31,La despensa tiene vinegars variados.,La despensa tiene vinegar variado.,The pantry has vinagres assorted.,The pantry has vinagre assorted.
VerbDirectObjectAgreement,32,El cajón tiene spoons alineadas.,El cajón tiene spoon alineada.,The drawer has cucharas lined up.,The drawer has cuchara lined up.
VerbDirectObjectAgreement,33,El estuche tiene forks limpios.,El estuche tiene fork limpio.,The case has tenedores clean.,The case has tenedor clean.
VerbDirectObjectAgreement,34,La mesa tiene napkins dobladas.,La mesa tiene napkin doblada.,The table has servilletas folded.,The table has servilleta folded.
VerbDirectObjectAgreement,35,El armario tiene plates apilados.,El armario tiene plate apilado.,The cupboard has platos stacked.,The cupboard has plato stacked.
VerbDirectObjectAgreement,36,La alacena tiene bowls para servir.,La alacena tiene bowl para servir.,The pantry has tazones to serve.,The pantry has tazón to serve.
VerbDirectObjectAgreement,37,La vitrina tiene glasses brillantes.,La vitrina tiene glass brillante.,The cabinet has vasos shining.,The cabinet has vaso shining.
VerbDirectObjectAgreement,38,El estante tiene mugs con diseños.,El estante tiene mug con diseño.,The shelf has tazas with designs.,The shelf has taza with design.
VerbDirectObjectAgreement,39,La cocina tiene pans en la estufa.,La cocina tiene pan en la estufa.,The kitchen has sartenes on the stove.,The kitchen has sartén on the stove.
VerbDirectObjectAgreement,40,La olla tiene ladles listos.,La olla tiene ladle listo.,The pot has cucharones ready.,The pot has cucharón ready.
VerbDirectObjectAgreement,41,La gaveta tiene whisks limpios.,La gaveta tiene whisk limpio.,The drawer has batidores clean.,The drawer has batidor clean.
VerbDirectObjectAgreement,42,El cajón tiene peelers afilados.,El cajón tiene peeler afilado.,The drawer has peladores sharp.,The drawer has pelador sharp.
VerbDirectObjectAgreement,43,La encimera tiene graters junto al fregadero.,La encimera tiene grater junto al fregadero.,The counter has ralladores by the sink.,The counter has rallador by the sink.
VerbDirectObjectAgreement,44,La alacena tiene measuring_cups ordenadas.,La alacena tiene measuring_cup ordenada.,The pantry has tazas_medidoras organized.,The pantry has taza_medidora organized.
VerbDirectObjectAgreement,45,La encimera tiene cutting_boards limpias.,La encimera tiene cutting_board limpia.,The counter has tablas_de_cortar clean.,The counter has tabla_de_cortar clean.
VerbDirectObjectAgreement,46,La mesa tiene rolling_pins listos.,La mesa tiene rolling_pin listo.,The table has rodillos ready.,The table has rodillo ready.
VerbDirectObjectAgreement,47,La cocina tiene thermometers calibrados.,La cocina tiene thermometer calibrado.,The kitchen has termómetros calibrated.,The kitchen has termómetro calibrated.
VerbDirectObjectAgreement,48,La encimera tiene timers programados.,La encimera tiene timer programado.,The counter has temporizadores set.,The counter has temporizador set.
VerbDirectObjectAgreement,49,La carpeta tiene recipes impresas.,La carpeta tiene recipe impresa.,The folder has recetas printed.,The folder has receta printed.
VerbDirectObjectAgreement,50,La bolsa tiene ingredients frescos.,La bolsa tiene ingredient fresco.,The bag has ingredientes fresh.,The bag has ingrediente fresh.
VerbDirectObjectAgreement,51,El perchero tiene gloves colgados.,El perchero tiene glove colgado.,The coat rack has guantes hanging.,The coat rack has guante hanging.
VerbDirectObjectAgreement,52,El taller tiene helmets sobre la mesa.,El taller tiene helmet sobre la mesa.,The workshop has cascos on the table.,The workshop has casco on the table.
VerbDirectObjectAgreement,53,El garaje tiene ladders apoyadas.,El garaje tiene ladder apoyada.,The garage has escaleras leaned.,The garage has escalera leaned.
VerbDirectObjectAgreement,54,El muelle tiene crates apilados.,El muelle tiene crate apilado.,The dock has contenedores stacked.,The dock has contenedor stacked.
VerbDirectObjectAgreement,55,La bodega tiene barrels alineados.,La bodega tiene barrel alineado.,The cellar has toneles lined up.,The cellar has tonel lined up.
VerbDirectObjectAgreement,56,El camión tiene crates en la plataforma.,El camión tiene crate en la plataforma.,The truck has baúles on the platform.,The truck has baúl on the platform.
VerbDirectObjectAgreement,57,La cocina tiene stools junto a la isla.,La cocina tiene stool junto a la isla.,The kitchen has taburetes by the island.,The kitchen has taburete by the island.
VerbDirectObjectAgreement,58,La caja tiene stickers por fuera.,La caja tiene sticker por fuera.,The parcel has pegatinas on the outside.,The parcel has pegatina on the outside.
VerbDirectObjectAgreement,59,La sala tiene magazines sobre la mesa.,La sala tiene magazine sobre la mesa.,The lounge has revistas on the table.,The lounge has revista on the table.
VerbDirectObjectAgreement,60,El mostrador tiene brochures para los visitantes.,El mostrador tiene brochure para los visitantes.,The desk has folletos for visitors.,The desk has folleto for visitors.
VerbDirectObjectAgreement,61,La cesta tiene leaves secas.,La cesta tiene leaf seco.,The basket has hojas dry.,The basket has hoja dry.
VerbDirectObjectAgreement,62,El jardín tiene twigs recogidos.,El jardín tiene twig recogido.,The garden has ramitas gathered.,The garden has ramita gathered.
VerbDirectObjectAgreement,63,La bolsa tiene seeds para plantar.,La bolsa tiene seed para plantar.,The sack has semillas to plant.,The sack has semilla to plant.
VerbDirectObjectAgreement,64,El sendero tiene pebbles sueltos.,El sendero tiene pebble suelto.,The path has guijarros loose.,The path has guijarro loose.
VerbDirectObjectAgreement,65,La obra tiene bricks apilados.,La obra tiene brick apilado.,The site has ladrillos stacked.,The site has ladrillo stacked.
VerbDirectObjectAgreement,66,El almacén tiene beams de madera.,El almacén tiene beam de madera.,The warehouse has vigas of wood.,The warehouse has viga of wood.
VerbDirectObjectAgreement,67,La caja tiene nails sueltos.,La caja tiene nail suelto.,The toolbox has clavos loose.,The toolbox has clavo loose.
VerbDirectObjectAgreement,68,El estante tiene bolts de repuesto.,El estante tiene bolt de repuesto.,The shelf has pernos spare.,The shelf has perno spare.
VerbDirectObjectAgreement,69,El cajón tiene washers organizadas.,El cajón tiene washer organizada.,The drawer has arandelas organized.,The drawer has arandela organized.
VerbDirectObjectAgreement,70,La puerta tiene hinges oxidados.,La puerta tiene hinge oxidado.,The door has bisagras rusty.,The door has bisagra rusty.
VerbDirectObjectAgreement,71,El estudio tiene paintbrushes en el vaso.,El estudio tiene paintbrush en el vaso.,The studio has pinceles in the jar.,The studio has pincel in the jar.
VerbDirectObjectAgreement,72,La galería tiene canvases en la pared.,La galería tiene canvas en la pared.,The gallery has lienzos on the wall.,The gallery has lienzo on the wall.
VerbDirectObjectAgreement,73,El taller tiene easels listos.,El taller tiene easel listo.,The studio has caballetes ready.,The studio has caballete ready.
VerbDirectObjectAgreement,74,La mesa tiene scissors junto al papel.,La mesa tiene scissor junto al papel.,The table has tijeras next to the paper.,The table has tijera next to the paper.
VerbDirectObjectAgreement,75,El costurero tiene needles ordenadas.,El costurero tiene needle ordenada.,The sewing box has agujas organized.,The sewing box has aguja organized.
VerbDirectObjectAgreement,76,La caja tiene threads de colores.,La caja tiene thread de colores.,The box has hilos of color.,The box has hilo of color.
VerbDirectObjectAgreement,77,El cajón tiene buttons sueltos.,El cajón tiene button suelto.,The drawer has botones loose.,The drawer has botón loose.
VerbDirectObjectAgreement,78,La bolsa tiene zippers de repuesto.,La bolsa tiene zipper de repuesto.,The bag has cremalleras spare.,The bag has cremallera spare.
VerbDirectObjectAgreement,79,La oficina tiene staples en el cajón.,La oficina tiene staple en el cajón.,The office has grapas in the drawer.,The office has grapa in the drawer.
VerbDirectObjectAgreement,80,El escritorio tiene clips para papeles.,El escritorio tiene clip para papeles.,The desk has sujeciones for papers.,The desk has sujeción for papers.
VerbDirectObjectAgreement,81,El archivador tiene folders etiquetados.,El archivador tiene folder etiquetado.,The filing cabinet has carpetas labeled.,The filing cabinet has carpeta labeled.
VerbDirectObjectAgreement,82,La mesa tiene documents para firmar.,La mesa tiene document para firmar.,The table has documentos to sign.,The table has documento to sign.
VerbDirectObjectAgreement,83,La sala tiene reports impresos.,La sala tiene report impreso.,The room has informes printed.,The room has informe printed.
VerbDirectObjectAgreement,84,El mostrador tiene invoices pendientes.,El mostrador tiene invoice pendiente.,The counter has facturas pending.,The counter has factura pending.
VerbDirectObjectAgreement,85,La caja tiene receipts guardados.,La caja tiene receipt guardado.,The till has recibos kept.,The till has recibo kept.
VerbDirectObjectAgreement,86,El restaurante tiene menus sobre las mesas.,El restaurante tiene menu sobre las mesas.,The restaurant has menús on the tables.,The restaurant has menú on the tables.
VerbDirectObjectAgreement,87,La cocina tiene orders en espera.,La cocina tiene order en espera.,The kitchen has pedidos waiting.,The kitchen has pedido waiting.
VerbDirectObjectAgreement,88,La despensa tiene ingredients frescos.,La despensa tiene ingredient fresco.,The pantry has ingredientes fresh.,The pantry has ingrediente fresh.
VerbDirectObjectAgreement,89,El estante tiene spices en frascos.,El estante tiene spice en frascos.,The shelf has especias in jars.,The shelf has especia in jars.
VerbDirectObjectAgreement,90,El jardín tiene herbs plantadas.,El jardín tiene herb plantada.,The garden has hierbas planted.,The garden has hierba planted.
VerbDirectObjectAgreement,91,El vivero tiene seedlings en bandejas.,El vivero tiene seedling en bandejas.,The nursery has plántulas in trays.,The nursery has plántula in trays.
VerbDirectObjectAgreement,92,El taller tiene toolboxes cerradas.,El taller tiene toolbox cerrada.,The shop has cajas_de_herramientas closed.,The shop has caja_de_herramientas closed.
