label,phenomenon,sentence_number,codeswitch_direction,grammaticality,sentence,surprisal
SubjectVerbAgreement_45_eng_spa_grammatical,SubjectVerbAgreement,45,eng_spa,grammatical,The pulpit tiene carved reliefs along the sides.,37.32040405
SubjectVerbAgreement_46_eng_spa_grammatical,SubjectVerbAgreement,46,eng_spa,grammatical,The choir tiene wooden stalls arranged in a semicircle.,22.03351212
SubjectVerbAgreement_47_eng_spa_grammatical,SubjectVerbAgreement,47,eng_spa,grammatical,The organ tiene polished pipes shining in the light.,43.24110031
SubjectVerbAgreement_48_eng_spa_grammatical,SubjectVerbAgreement,48,eng_spa,grammatical,The window tiene colored panes forming a scene.,47.72992706
SubjectVerbAgreement_49_eng_spa_grammatical,SubjectVerbAgreement,49,eng_spa,grammatical,The bench tiene carved armrests on each side.,25.63274765
SubjectVerbAgreement_50_eng_spa_grammatical,SubjectVerbAgreement,50,eng_spa,grammatical,The lantern tiene glass panels and a metal frame.,27.14080429
SubjectVerbAgreement_51_eng_spa_grammatical,SubjectVerbAgreement,51,eng_spa,grammatical,The belfry tiene bells mounted on wooden beams.,41.49654388
SubjectVerbAgreement_52_eng_spa_grammatical,SubjectVerbAgreement,52,eng_spa,grammatical,The arch tiene carved voussoirs at the keystone.,69.05147552
SubjectVerbAgreement_53_eng_spa_grammatical,SubjectVerbAgreement,53,eng_spa,grammatical,The lintel tiene weathered inscriptions above the doorway.,60.37330246
SubjectVerbAgreement_54_eng_spa_grammatical,SubjectVerbAgreement,54,eng_spa,grammatical,The base tiene visible anchor bolts on the side.,42.05125046
SubjectVerbAgreement_55_eng_spa_grammatical,SubjectVerbAgreement,55,eng_spa,grammatical,The plinth tiene geometric reliefs on the surface.,31.01299667
SubjectVerbAgreement_56_eng_spa_grammatical,SubjectVerbAgreement,56,eng_spa,grammatical,The tabernacle tiene a gilded door with tiny hinges.,32.59688568
SubjectVerbAgreement_57_eng_spa_grammatical,SubjectVerbAgreement,57,eng_spa,grammatical,The altarpiece tiene painted panels depicting saints.,62.14736176
SubjectVerbAgreement_58_eng_spa_grammatical,SubjectVerbAgreement,58,eng_spa,grammatical,The pulpit tiene carved reliefs along the sides.,37.32040405
SubjectVerbAgreement_59_eng_spa_grammatical,SubjectVerbAgreement,59,eng_spa,grammatical,The choir tiene wooden stalls arranged in a semicircle.,22.03351212
SubjectVerbAgreement_60_eng_spa_grammatical,SubjectVerbAgreement,60,eng_spa,grammatical,The organ tiene polished pipes that shine in the light.,43.66850662
SubjectVerbAgreement_61_eng_spa_grammatical,SubjectVerbAgreement,61,eng_spa,grammatical,The window tiene colored panes forming a scene.,47.72992706
SubjectVerbAgreement_62_eng_spa_grammatical,SubjectVerbAgreement,62,eng_spa,grammatical,The bench tiene carved armrests at each end.,30.58644485
SubjectVerbAgreement_63_eng_spa_grammatical,SubjectVerbAgreement,63,eng_spa,grammatical,The lantern tiene glass panels and a metal frame.,27.14080429
SubjectVerbAgreement_64_eng_spa_grammatical,SubjectVerbAgreement,64,eng_spa,grammatical,The belfry tiene bells mounted on wooden beams.,41.49654388
SubjectVerbAgreement_65_eng_spa_grammatical,SubjectVerbAgreement,65,eng_spa,grammatical,The clapper tiene wear marks on the metal surface.,40.12472153
SubjectVerbAgreement_66_eng_spa_grammatical,SubjectVerbAgreement,66,eng_spa,grammatical,The atrium tiene mosaics on the floor by the entrance.,29.74581909
SubjectVerbAgreement_67_eng_spa_grammatical,SubjectVerbAgreement,67,eng_spa,grammatical,The pillar tiene fine cracks near the base.,41.17905426
SubjectVerbAgreement_68_eng_spa_grammatical,SubjectVerbAgreement,68,eng_spa,grammatical,The capital tiene carved acanthus leaves at the top.,44.9527359
SubjectVerbAgreement_69_eng_spa_grammatical,SubjectVerbAgreement,69,eng_spa,grammatical,The frieze tiene narrative scenes carved in stone.,50.59288788
SubjectVerbAgreement_70_eng_spa_grammatical,SubjectVerbAgreement,70,eng_spa,grammatical,The portico tiene decorative moldings along the arch.,34.27930069
SubjectVerbAgreement_71_eng_spa_grammatical,SubjectVerbAgreement,71,eng_spa,grammatical,The shrine tiene small sculptures on each corner.,30.62533188
SubjectVerbAgreement_72_eng_spa_grammatical,SubjectVerbAgreement,72,eng_spa,grammatical,The sarcophagus tiene inscriptions carved on the lid.,29.01321411
SubjectVerbAgreement_73_eng_spa_grammatical,SubjectVerbAgreement,73,eng_spa,grammatical,The mausoleum tiene a reinforced foundation beneath it.,22.83891296
SubjectVerbAgreement_74_eng_spa_grammatical,SubjectVerbAgreement,74,eng_spa,grammatical,The niche tiene a small statue placed inside it.,35.5918045
SubjectVerbAgreement_75_eng_spa_grammatical,SubjectVerbAgreement,75,eng_spa,grammatical,The arch tiene carved voussoirs forming the curve.,63.65937424
SubjectVerbAgreement_76_eng_spa_grammatical,SubjectVerbAgreement,76,eng_spa,grammatical,The lintel tiene worn inscriptions above the entrance.,46.70012665
SubjectVerbAgreement_77_eng_spa_grammatical,SubjectVerbAgreement,77,eng_spa,grammatical,The pediment tiene sculptures at the top of the building.,40.80774689
SubjectVerbAgreement_78_eng_spa_grammatical,SubjectVerbAgreement,78,eng_spa,grammatical,The eave tiene moldings and gargoyles at the ends.,45.50563049
SubjectVerbAgreement_79_eng_spa_grammatical,SubjectVerbAgreement,79,eng_spa,grammatical,The canopy tiene broken tiles on the top.,34.85886765
SubjectVerbAgreement_80_eng_spa_grammatical,SubjectVerbAgreement,80,eng_spa,grammatical,The lookout tiene iron railings around it.,40.08571625
SubjectVerbAgreement_81_eng_spa_grammatical,SubjectVerbAgreement,81,eng_spa,grammatical,The kiosk tiene decorative panels on the walls.,30.54146576
SubjectVerbAgreement_82_eng_spa_grammatical,SubjectVerbAgreement,82,eng_spa,grammatical,The small temple tiene mosaics on the interior floor.,45.78731918
SubjectVerbAgreement_83_eng_spa_grammatical,SubjectVerbAgreement,83,eng_spa,grammatical,The cenotaph tiene a commemorative inscription on the front face.,36.48124695
SubjectVerbAgreement_84_eng_spa_grammatical,SubjectVerbAgreement,84,eng_spa,grammatical,The obelisk tiene a reinforced base with metal plates.,32.66346359
SubjectVerbAgreement_85_eng_spa_grammatical,SubjectVerbAgreement,85,eng_spa,grammatical,The monolith tiene erosion marks on the exposed faces.,29.05685043
SubjectVerbAgreement_86_eng_spa_grammatical,SubjectVerbAgreement,86,eng_spa,grammatical,The colossus tiene an imposing scale in the central square.,38.35395813
SubjectVerbAgreement_87_eng_spa_grammatical,SubjectVerbAgreement,87,eng_spa,grammatical,The temple tiene classical columns at the main entrance.,31.56395721
SubjectVerbAgreement_88_eng_spa_grammatical,SubjectVerbAgreement,88,eng_spa,grammatical,The reliquary tiene engraved names on the inner lid.,39.59297943
SubjectVerbAgreement_89_eng_spa_grammatical,SubjectVerbAgreement,89,eng_spa,grammatical,The vase tiene crazed glaze near the base.,44.43528748
SubjectVerbAgreement_90_eng_spa_grammatical,SubjectVerbAgreement,90,eng_spa,grammatical,The jar tiene painted motifs around the neck.,39.39869308
SubjectVerbAgreement_91_eng_spa_grammatical,SubjectVerbAgreement,91,eng_spa,grammatical,The clock tiene cracked glass over the dial.,27.35174179
SubjectVerbAgreement_92_eng_spa_grammatical,SubjectVerbAgreement,92,eng_spa,grammatical,The banner tiene embroidered symbols on the fabric.,35.69729233
SubjectVerbAgreement_93_eng_spa_grammatical,SubjectVerbAgreement,93,eng_spa,grammatical,The capital tiene vegetal motifs carved at the top.,51.67499161
SubjectVerbAgreement_94_eng_spa_grammatical,SubjectVerbAgreement,94,eng_spa,grammatical,The frieze tiene carved scenes that tell a story.,44.39077759
SubjectVerbAgreement_95_eng_spa_grammatical,SubjectVerbAgreement,95,eng_spa,grammatical,The pillar tiene paint stains near the base.,42.18889618
SubjectVerbAgreement_96_eng_spa_grammatical,SubjectVerbAgreement,96,eng_spa,grammatical,The portico tiene ornamental moldings on the central arch.,32.60461044
SubjectVerbAgreement_97_eng_spa_grammatical,SubjectVerbAgreement,97,eng_spa,grammatical,The small shrine tiene miniature sculptures at the corners.,35.97419357
SubjectVerbAgreement_98_eng_spa_grammatical,SubjectVerbAgreement,98,eng_spa,grammatical,The sarcophagus tiene funerary inscriptions on the sides.,37.03291321
SubjectVerbAgreement_99_eng_spa_grammatical,SubjectVerbAgreement,99,eng_spa,grammatical,The mausoleum tiene a reinforced stone base.,29.79125977
SubjectVerbAgreement_100_eng_spa_grammatical,SubjectVerbAgreement,100,eng_spa,grammatical,The niche tiene a figure placed inside it.,41.26745605
SubjectVerbAgreement_101_eng_spa_grammatical,SubjectVerbAgreement,101,eng_spa,grammatical,The arch tiene decorative voussoirs along the upper curve.,51.32493973
SubjectVerbAgreement_102_eng_spa_grammatical,SubjectVerbAgreement,102,eng_spa,grammatical,The book tiene dog-eared pages at the corner.,43.72124481
SubjectVerbAgreement_103_eng_spa_grammatical,SubjectVerbAgreement,103,eng_spa,grammatical,The map tiene routes marked in red ink.,45.30434799
SubjectVerbAgreement_104_eng_spa_grammatical,SubjectVerbAgreement,104,eng_spa,grammatical,The seal tiene an engraved image in the center.,34.42219162
SubjectVerbAgreement_105_eng_spa_grammatical,SubjectVerbAgreement,105,eng_spa,grammatical,The stamp tiene the logo printed on the face.,33.74388504
SubjectVerbAgreement_106_eng_spa_grammatical,SubjectVerbAgreement,106,eng_spa,grammatical,The painting tiene a gilded frame around it.,30.60101318
SubjectVerbAgreement_107_eng_spa_grammatical,SubjectVerbAgreement,107,eng_spa,grammatical,The canvas tiene primer layers visible.,45.72254562
SubjectVerbAgreement_108_eng_spa_grammatical,SubjectVerbAgreement,108,eng_spa,grammatical,The oil tiene craquelure on the surface.,40.17237854
SubjectVerbAgreement_109_eng_spa_grammatical,SubjectVerbAgreement,109,eng_spa,grammatical,The bronze tiene greenish stains from patina.,53.9359169
SubjectVerbAgreement_110_eng_spa_grammatical,SubjectVerbAgreement,110,eng_spa,grammatical,The marble tiene dark veins at the base.,34.84050751
SubjectVerbAgreement_111_eng_spa_grammatical,SubjectVerbAgreement,111,eng_spa,grammatical,The pedestal tiene a plaque with the inauguration date.,26.669384
SubjectVerbAgreement_112_eng_spa_grammatical,SubjectVerbAgreement,112,eng_spa,grammatical,The mosaic tiene missing tiles along the edge.,50.70012283
SubjectVerbAgreement_113_eng_spa_grammatical,SubjectVerbAgreement,113,eng_spa,grammatical,The relief tiene deep shadows between the figures.,46.67708206
SubjectVerbAgreement_114_eng_spa_grammatical,SubjectVerbAgreement,114,eng_spa,grammatical,The frieze tiene carved scenes in sequence.,62.23112106
SubjectVerbAgreement_115_eng_spa_grammatical,SubjectVerbAgreement,115,eng_spa,grammatical,The capital tiene carved leaves at the top.,41.12878799
SubjectVerbAgreement_116_eng_spa_grammatical,SubjectVerbAgreement,116,eng_spa,grammatical,The pillar tiene fine cracks near the base.,41.17905426
SubjectVerbAgreement_117_eng_spa_grammatical,SubjectVerbAgreement,117,eng_spa,grammatical,The arch tiene decorative voussoirs along the curve.,52.94625473
SubjectVerbAgreement_118_eng_spa_grammatical,SubjectVerbAgreement,118,eng_spa,grammatical,The lintel tiene weathered inscriptions above the doorway.,60.37330246
SubjectVerbAgreement_119_eng_spa_grammatical,SubjectVerbAgreement,119,eng_spa,grammatical,The pediment tiene sculptures at the top of the building.,40.80774689
SubjectVerbAgreement_120_eng_spa_grammatical,SubjectVerbAgreement,120,eng_spa,grammatical,The eave tiene carved moldings at the ends.,41.15060043
SubjectVerbAgreement_121_eng_spa_grammatical,SubjectVerbAgreement,121,eng_spa,grammatical,The roof tiene broken tiles on the top.,41.34377289
SubjectVerbAgreement_122_eng_spa_grammatical,SubjectVerbAgreement,122,eng_spa,grammatical,The lookout tiene iron railings around it.,40.08571625
SubjectVerbAgreement_123_eng_spa_grammatical,SubjectVerbAgreement,123,eng_spa,grammatical,The kiosk tiene decorative panels on the walls.,30.54146576
SubjectVerbAgreement_124_eng_spa_grammatical,SubjectVerbAgreement,124,eng_spa,grammatical,The cenotaph tiene a commemorative inscription on the front face.,36.48124695
SubjectVerbAgreement_125_eng_spa_grammatical,SubjectVerbAgreement,125,eng_spa,grammatical,The obelisk tiene a reinforced base with metal plates.,32.66346359
SubjectVerbAgreement_126_eng_spa_grammatical,SubjectVerbAgreement,126,eng_spa,grammatical,The monolith tiene erosion marks on the exposed faces.,29.05685043
SubjectVerbAgreement_127_eng_spa_grammatical,SubjectVerbAgreement,127,eng_spa,grammatical,The colossus tiene an imposing scale in the square.,33.62971115
SubjectVerbAgreement_128_eng_spa_grammatical,SubjectVerbAgreement,128,eng_spa,grammatical,The temple tiene classical columns at the entrance.,30.43833923
SubjectVerbAgreement_129_eng_spa_grammatical,SubjectVerbAgreement,129,eng_spa,grammatical,The reliquary tiene engraved names on the inner lid.,39.59297943
SubjectVerbAgreement_130_eng_spa_grammatical,SubjectVerbAgreement,130,eng_spa,grammatical,The sarcophagus tiene funerary inscriptions on the sides.,37.03291321
SubjectVerbAgreement_131_eng_spa_grammatical,SubjectVerbAgreement,131,eng_spa,grammatical,The mausoleum tiene a reinforced foundation beneath it.,22.83891296
SubjectVerbAgreement_132_eng_spa_grammatical,SubjectVerbAgreement,132,eng_spa,grammatical,The niche tiene a small statue placed inside it.,35.5918045
SubjectVerbAgreement_133_eng_spa_grammatical,SubjectVerbAgreement,133,eng_spa,grammatical,The sarcophagus2 tiene carved reliefs on the lid.,55.41622925
SubjectVerbAgreement_134_eng_spa_grammatical,SubjectVerbAgreement,134,eng_spa,grammatical,The pulpit tiene carved reliefs along the sides.,37.32040405
SubjectVerbAgreement_135_eng_spa_grammatical,SubjectVerbAgreement,135,eng_spa,grammatical,The choir tiene wooden stalls arranged in a semicircle.,22.03351212
SubjectVerbAgreement_136_eng_spa_grammatical,SubjectVerbAgreement,136,eng_spa,grammatical,The organ tiene polished pipes that reflect the light.,44.46697235
SubjectVerbAgreement_137_eng_spa_grammatical,SubjectVerbAgreement,137,eng_spa,grammatical,The stained-glass window tiene colored panes forming a scene.,45.6398735
SubjectVerbAgreement_138_eng_spa_grammatical,SubjectVerbAgreement,138,eng_spa,grammatical,The bench tiene carved armrests at each end.,30.58644485
SubjectVerbAgreement_139_eng_spa_grammatical,SubjectVerbAgreement,139,eng_spa,grammatical,The lantern tiene glass panels and a metal frame.,27.14080429
SubjectVerbAgreement_140_eng_spa_grammatical,SubjectVerbAgreement,140,eng_spa,grammatical,The belfry tiene bells mounted on wooden beams.,41.49654388
SubjectVerbAgreement_141_eng_spa_grammatical,SubjectVerbAgreement,141,eng_spa,grammatical,The clapper tiene wear marks on the metal surface.,40.12472153
SubjectVerbAgreement_142_eng_spa_grammatical,SubjectVerbAgreement,142,eng_spa,grammatical,The atrium tiene mosaics on the floor by the entrance.,29.74581909
SubjectVerbAgreement_143_eng_spa_grammatical,SubjectVerbAgreement,143,eng_spa,grammatical,The pediment tiene sculptures at the top of the building.,40.80774689
SubjectVerbAgreement_144_eng_spa_grammatical,SubjectVerbAgreement,144,eng_spa,grammatical,The eave tiene gargoyles and moldings at the ends.,44.59065247
SubjectVerbAgreement_145_eng_spa_grammatical,SubjectVerbAgreement,145,eng_spa,grammatical,The canopy tiene loose tiles on the top.,29.66648865
SubjectVerbAgreement_146_eng_spa_grammatical,SubjectVerbAgreement,146,eng_spa,grammatical,The lookout tiene rusted railings around it.,39.27718353
SubjectVerbAgreement_147_eng_spa_grammatical,SubjectVerbAgreement,147,eng_spa,grammatical,The kiosk2 tiene painted panels with local motifs.,63.60956573
SubjectVerbAgreement_148_eng_spa_grammatical,SubjectVerbAgreement,148,eng_spa,grammatical,The cenotaph2 tiene a commemorative plaque on the front face.,52.56280136
SubjectVerbAgreement_149_eng_spa_grammatical,SubjectVerbAgreement,149,eng_spa,grammatical,The obelisk2 tiene a reinforced base with metal plates.,48.96430588
SubjectVerbAgreement_150_eng_spa_grammatical,SubjectVerbAgreement,150,eng_spa,grammatical,The monolith2 tiene erosion marks on the exposed faces.,39.72726059
SubjectVerbAgreement_151_eng_spa_grammatical,SubjectVerbAgreement,151,eng_spa,grammatical,The colossus2 tiene an imposing scale in the central square.,52.65644836
SubjectVerbAgreement_152_eng_spa_grammatical,SubjectVerbAgreement,152,eng_spa,grammatical,The choir tiene wooden stalls arranged in a semicircle.,22.03351212
SubjectVerbAgreement_153_eng_spa_grammatical,SubjectVerbAgreement,153,eng_spa,grammatical,The map tiene routes marked in red ink.,45.30434799
SubjectVerbAgreement_154_eng_spa_grammatical,SubjectVerbAgreement,154,eng_spa,grammatical,The seal tiene an engraved image in the center.,34.42219162
SubjectVerbAgreement_155_eng_spa_grammatical,SubjectVerbAgreement,155,eng_spa,grammatical,The painting tiene a gilded frame around it.,30.60101318
SubjectVerbAgreement_156_eng_spa_grammatical,SubjectVerbAgreement,156,eng_spa,grammatical,The canvas tiene visible primer layers.,49.85972214
SubjectVerbAgreement_157_eng_spa_grammatical,SubjectVerbAgreement,157,eng_spa,grammatical,The oil tiene craquelure on the surface.,40.17237854
SubjectVerbAgreement_158_eng_spa_grammatical,SubjectVerbAgreement,158,eng_spa,grammatical,The bronze tiene greenish stains from patina.,53.9359169
SubjectVerbAgreement_159_eng_spa_grammatical,SubjectVerbAgreement,159,eng_spa,grammatical,The marble tiene dark veins at the base.,34.84050751
SubjectVerbAgreement_160_eng_spa_grammatical,SubjectVerbAgreement,160,eng_spa,grammatical,The pedestal tiene a plaque with the inauguration date.,26.669384
SubjectVerbAgreement_161_eng_spa_grammatical,SubjectVerbAgreement,161,eng_spa,grammatical,The mosaic tiene missing tiles along the edge.,50.70012283
SubjectVerbAgreement_162_eng_spa_grammatical,SubjectVerbAgreement,162,eng_spa,grammatical,The relief tiene deep shadows between the figures.,46.67708206
SubjectVerbAgreement_163_eng_spa_grammatical,SubjectVerbAgreement,163,eng_spa,grammatical,The frieze tiene carved scenes in sequence.,62.23112106
SubjectVerbAgreement_164_eng_spa_grammatical,SubjectVerbAgreement,164,eng_spa,grammatical,The capital tiene carved leaves at the top.,41.12878799
SubjectVerbAgreement_165_eng_spa_grammatical,SubjectVerbAgreement,165,eng_spa,grammatical,The pillar tiene fine cracks near the base.,41.17905426
SubjectVerbAgreement_166_eng_spa_grammatical,SubjectVerbAgreement,166,eng_spa,grammatical,The arch tiene decorative voussoirs along the curve.,52.94625473
SubjectVerbAgreement_167_eng_spa_grammatical,SubjectVerbAgreement,167,eng_spa,grammatical,The lintel tiene weathered inscriptions above the doorway.,60.37330246
SubjectVerbAgreement_168_eng_spa_grammatical,SubjectVerbAgreement,168,eng_spa,grammatical,The pediment tiene sculptures at the top of the building.,40.80774689
SubjectVerbAgreement_169_eng_spa_grammatical,SubjectVerbAgreement,169,eng_spa,grammatical,The eave tiene carved moldings at the ends.,41.15060043
SubjectVerbAgreement_170_eng_spa_grammatical,SubjectVerbAgreement,170,eng_spa,grammatical,The roof tiene broken tiles on the top.,41.34377289
SubjectVerbAgreement_171_eng_spa_grammatical,SubjectVerbAgreement,171,eng_spa,grammatical,The lookout tiene iron railings around it.,40.08571625
SubjectVerbAgreement_172_eng_spa_grammatical,SubjectVerbAgreement,172,eng_spa,grammatical,The kiosk tiene decorative panels on the walls.,30.54146576
SubjectVerbAgreement_173_eng_spa_grammatical,SubjectVerbAgreement,173,eng_spa,grammatical,The cenotaph tiene a commemorative inscription on the front face.,36.48124695
SubjectVerbAgreement_174_eng_spa_grammatical,SubjectVerbAgreement,174,eng_spa,grammatical,The obelisk tiene a reinforced base with metal plates.,32.66346359
SubjectVerbAgreement_175_eng_spa_grammatical,SubjectVerbAgreement,175,eng_spa,grammatical,The monolith tiene erosion marks on the exposed faces.,29.05685043
SubjectVerbAgreement_176_eng_spa_grammatical,SubjectVerbAgreement,176,eng_spa,grammatical,The colossus tiene an imposing scale in the square.,33.62971115
SubjectVerbAgreement_177_eng_spa_grammatical,SubjectVerbAgreement,177,eng_spa,grammatical,The temple tiene classical columns at the entrance.,30.43833923
SubjectVerbAgreement_178_eng_spa_grammatical,SubjectVerbAgreement,178,eng_spa,grammatical,The reliquary tiene engraved names on the inner lid.,39.59297943
SubjectVerbAgreement_179_eng_spa_grammatical,SubjectVerbAgreement,179,eng_spa,grammatical,The sarcophagus tiene funerary inscriptions on the sides.,37.03291321
SubjectVerbAgreement_180_eng_spa_grammatical,SubjectVerbAgreement,180,eng_spa,grammatical,The mausoleum tiene a reinforced foundation beneath it.,22.83891296
SubjectVerbAgreement_181_eng_spa_grammatical,SubjectVerbAgreement,181,eng_spa,grammatical,The niche tiene a small statue placed inside it.,35.5918045
SubjectVerbAgreement_182_eng_spa_grammatical,SubjectVerbAgreement,182,eng_spa,grammatical,The bench tiene carved armrests at each end.,30.58644485
SubjectVerbAgreement_183_eng_spa_grammatical,SubjectVerbAgreement,183,eng_spa,grammatical,The lantern tiene glass panels and a metal frame.,27.14080429
SubjectVerbAgreement_184_eng_spa_grammatical,SubjectVerbAgreement,184,eng_spa,grammatical,The belfry tiene bells mounted on wooden beams.,41.49654388
SubjectVerbAgreement_185_eng_spa_grammatical,SubjectVerbAgreement,185,eng_spa,grammatical,The clapper tiene wear marks on the metal surface.,40.12472153
SubjectVerbAgreement_186_eng_spa_grammatical,SubjectVerbAgreement,186,eng_spa,grammatical,The atrium tiene mosaics on the floor by the entrance.,29.74581909
SubjectVerbAgreement_187_eng_spa_grammatical,SubjectVerbAgreement,187,eng_spa,grammatical,The portico tiene ornamental moldings on the central arch.,32.60461044
SubjectVerbAgreement_188_eng_spa_grammatical,SubjectVerbAgreement,188,eng_spa,grammatical,The canopy tiene loose tiles on the top.,29.66648865
SubjectVerbAgreement_189_eng_spa_grammatical,SubjectVerbAgreement,189,eng_spa,grammatical,The small temple tiene miniature sculptures at the corners.,41.38972473
SubjectVerbAgreement_190_eng_spa_grammatical,SubjectVerbAgreement,190,eng_spa,grammatical,The banner tiene embroidered symbols on the fabric.,35.69729233
SubjectVerbAgreement_191_eng_spa_grammatical,SubjectVerbAgreement,191,eng_spa,grammatical,The clock tiene cracked glass over the dial.,27.35174179
SubjectVerbAgreement_192_eng_spa_grammatical,SubjectVerbAgreement,192,eng_spa,grammatical,The ornament tiene fine filigree along the edges.,47.16348648
SubjectVerbAgreement_193_eng_spa_grammatical,SubjectVerbAgreement,193,eng_spa,grammatical,The altar tiene candles placed at the front.,28.26826859
SubjectVerbAgreement_194_eng_spa_grammatical,SubjectVerbAgreement,194,eng_spa,grammatical,The vase tiene crazed glaze near the base.,44.43528748
SubjectVerbAgreement_195_eng_spa_grammatical,SubjectVerbAgreement,195,eng_spa,grammatical,The jar tiene painted motifs around the neck.,39.39869308
SubjectVerbAgreement_196_eng_spa_grammatical,SubjectVerbAgreement,196,eng_spa,grammatical,The monument tiene explanatory plaques around it.,33.75223541
SubjectVerbAgreement_197_eng_spa_grammatical,SubjectVerbAgreement,197,eng_spa,grammatical,The panel tiene metal inlays on the surface.,30.85034561
SubjectVerbAgreement_198_eng_spa_grammatical,SubjectVerbAgreement,198,eng_spa,grammatical,The tapestry tiene faded colors from the sun.,32.44415283
SubjectVerbAgreement_199_eng_spa_grammatical,SubjectVerbAgreement,199,eng_spa,grammatical,The altarpiece tiene painted panels depicting saints.,62.14736176
SubjectVerbAgreement_200_eng_spa_grammatical,SubjectVerbAgreement,200,eng_spa,grammatical,The pulpit tiene carved reliefs along the sides.,37.32040405
SimpleNPs_1_eng_spa_ungrammatical,SimpleNPs,1,eng_spa,ungrammatical,She found libro the on the table during the meeting yesterday.,59.26509094
SimpleNPs_2_eng_spa_ungrammatical,SimpleNPs,2,eng_spa,ungrammatical,The driver washed coche the after the long trip across the country.,64.66511536
SimpleNPs_3_eng_spa_ungrammatical,SimpleNPs,3,eng_spa,ungrammatical,She adopted perro the from the shelter last Saturday afternoon.,39.44911957
SimpleNPs_4_eng_spa_ungrammatical,SimpleNPs,4,eng_spa,ungrammatical,He stroked gato the gently while watching television after dinner tonight.,57.90627289
SimpleNPs_5_eng_spa_ungrammatical,SimpleNPs,5,eng_spa,ungrammatical,I charged teléfono the overnight so it would be ready this morning.,57.0909996
SimpleNPs_6_eng_spa_ungrammatical,SimpleNPs,6,eng_spa,ungrammatical,They updated ordenador the with the latest security patches last night.,59.36359406
SimpleNPs_7_eng_spa_ungrammatical,SimpleNPs,7,eng_spa,ungrammatical,He couldn't find bolígrafo the when he needed to sign the contract.,55.24263763
SimpleNPs_8_eng_spa_ungrammatical,SimpleNPs,8,eng_spa,ungrammatical,She sliced pan the carefully for the guests at breakfast this morning.,54.58130646
SimpleNPs_9_eng_spa_ungrammatical,SimpleNPs,9,eng_spa,ungrammatical,He polished zapato the before the interview to make a good impression.,52.52545166
SimpleNPs_10_eng_spa_ungrammatical,SimpleNPs,10,eng_spa,ungrammatical,Please bring bolso the to the front desk when you check out today.,36.29725266
SimpleNPs_11_eng_spa_ungrammatical,SimpleNPs,11,eng_spa,ungrammatical,He tipped sombrero the politely as he entered the crowded room slowly.,48.48458099
SimpleNPs_12_eng_spa_ungrammatical,SimpleNPs,12,eng_spa,ungrammatical,She set reloj the before leaving so she wouldn't be late again.,69.23100281
SimpleNPs_13_eng_spa_ungrammatical,SimpleNPs,13,eng_spa,ungrammatical,He filled vaso the with water and handed it to the guest.,52.90996552
SimpleNPs_14_eng_spa_ungrammatical,SimpleNPs,14,eng_spa,ungrammatical,She arranged plato the on the table before the guests arrived tonight.,58.56258774
SimpleNPs_15_eng_spa_ungrammatical,SimpleNPs,15,eng_spa,ungrammatical,Please hand me cuchillo the from the drawer near the stove.,45.21001434
SimpleNPs_16_eng_spa_ungrammatical,SimpleNPs,16,eng_spa,ungrammatical,He set tenedor the beside the napkin at every place setting.,76.77046204
SimpleNPs_17_eng_spa_ungrammatical,SimpleNPs,17,eng_spa,ungrammatical,She sharpened lápiz the before starting the drawing in art class.,68.95046997
SimpleNPs_18_eng_spa_ungrammatical,SimpleNPs,18,eng_spa,ungrammatical,He opened cuaderno the to review his notes from the lecture earlier.,57.25591278
SimpleNPs_19_eng_spa_ungrammatical,SimpleNPs,19,eng_spa,ungrammatical,They unfolded mapa the to check the route before starting the hike.,53.17087555
SimpleNPs_20_eng_spa_ungrammatical,SimpleNPs,20,eng_spa,ungrammatical,We decorated árbol the with lights for the neighborhood celebration last night.,75.52301025
SimpleNPs_21_eng_spa_ungrammatical,SimpleNPs,21,eng_spa,ungrammatical,She missed tren the because traffic delayed her getting to the station.,48.22560883
SimpleNPs_22_eng_spa_ungrammatical,SimpleNPs,22,eng_spa,ungrammatical,He boarded avión the after showing his passport at the gate.,61.59129333
SimpleNPs_23_eng_spa_ungrammatical,SimpleNPs,23,eng_spa,ungrammatical,They inspected barco the before leaving the dock for the short trip.,60.90237808
SimpleNPs_24_eng_spa_ungrammatical,SimpleNPs,24,eng_spa,ungrammatical,She sat on banco the while she read the letter quietly.,46.04440689
SimpleNPs_25_eng_spa_ungrammatical,SimpleNPs,25,eng_spa,ungrammatical,He visited mercado the early to find the best vegetables for dinner.,61.17926788
SimpleNPs_26_eng_spa_ungrammatical,SimpleNPs,26,eng_spa,ungrammatical,She groomed caballo the carefully before the competition on Saturday morning.,62.51601791
SimpleNPs_27_eng_spa_ungrammatical,SimpleNPs,27,eng_spa,ungrammatical,They bought televisor the because the old one stopped working last week.,60.61205673
SimpleNPs_28_eng_spa_ungrammatical,SimpleNPs,28,eng_spa,ungrammatical,He left abrigo the on the chair near the apartment door.,60.00183105
SimpleNPs_29_eng_spa_ungrammatical,SimpleNPs,29,eng_spa,ungrammatical,She lost boleto the but found it under the seat afterward.,60.83520508
SimpleNPs_30_eng_spa_ungrammatical,SimpleNPs,30,eng_spa,ungrammatical,He admired anillo the under the light before placing it on display.,58.88882065
SimpleNPs_31_eng_spa_ungrammatical,SimpleNPs,31,eng_spa,ungrammatical,They tuned piano the before the recital in the small concert hall.,40.43437958
